date,campaign_id,campaign_name,channel,region,device,age_group,impressions,clicks,leads,conversions,spend,revenue
2025-05-08,CMP-1015,Win-back Campaign,Email Marketing,Central,Tablet,55+,17529,2072,274,154,248.68,15312.22
2025-06-24,CMP-1003,New Customer Acquisition,Facebook Ads,West,Tablet,45-54,4029,108,6,3,158.06,343.8
2025-06-16,CMP-1008,Display Remarketing,Google Ads,West,Tablet,35-44,513,26,2,2,66.22,294.62
2025-06-24,CMP-1006,Search - Generic Terms,Google Ads,West,Mobile,35-44,2820,141,15,9,340.95,834.21
2025-04-20,CMP-1012,Weekly Newsletter,Email Marketing,Central,Tablet,25-34,24981,2011,261,185,181.03,16391
2025-04-15,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,North,Mobile,55+,1983,24,1,1,107.98,172.25
2025-03-12,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,18-24,8606,278,22,13,372.71,1813.37
2025-02-17,CMP-1013,Abandoned Cart Sequence,Email Marketing,North,Desktop,25-34,4671,675,110,68,54.07,5927.56
2025-01-12,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Desktop,35-44,47662,734,50,30,249.57,2297.1
2025-05-16,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,35-44,5277,133,8,4,163.21,266.76
2025-05-12,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Desktop,35-44,8447,185,7,6,153.77,391.92
2025-01-28,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Desktop,55+,14027,310,13,10,236.21,1263.2
2025-05-11,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Desktop,35-44,34703,819,29,18,376.84,967.32
2025-06-15,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,25-34,3874,148,23,17,407.03,2539.8
2025-06-21,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Mobile,55+,42857,510,19,12,265.33,1041.72
2025-06-25,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Mobile,55+,27316,631,21,13,360.03,1344.07
2025-03-13,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,45-54,3538,46,4,2,297.52,577.98
2025-06-19,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,55+,4093,131,6,3,156.09,328.98
2025-05-12,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Tablet,35-44,3145,95,3,2,148.3,210.4
2025-04-02,CMP-1013,Abandoned Cart Sequence,Email Marketing,Central,Tablet,55+,4853,664,70,45,53.14,3423.15
2025-04-14,CMP-1009,Influencer Collab Push,Instagram Ads,West,Mobile,55+,8343,267,8,4,211.44,330.56
2025-05-28,CMP-1006,Search - Generic Terms,Google Ads,Central,Desktop,35-44,3448,100,7,4,208.26,436.08
2025-01-17,CMP-1008,Display Remarketing,Google Ads,North,Tablet,18-24,703,41,2,1,70.53,100.04
2025-01-28,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Mobile,35-44,1145,30,1,1,45.45,81.51
2025-05-09,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,South,Desktop,18-24,53539,605,10,6,308.7,477.54
2025-02-13,CMP-1012,Weekly Newsletter,Email Marketing,Central,Mobile,25-34,31555,2840,399,259,198.81,24232.04
2025-03-22,CMP-1014,VIP Customer Offers,Email Marketing,East,Mobile,18-24,7496,1063,153,107,148.86,8821.08
2025-05-28,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Desktop,55+,21720,543,10,8,288.28,849.92
2025-04-17,CMP-1007,Shopping Campaign,Google Ads,North,Mobile,55+,2182,105,7,5,290.98,677.35
2025-04-27,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Tablet,55+,25895,448,10,8,322.86,998.16
2025-01-31,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Mobile,55+,1479,46,2,1,42.63,100.68
2025-03-13,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,18-24,1310,19,0,0,104.97,0
2025-02-17,CMP-1003,New Customer Acquisition,Facebook Ads,South,Desktop,25-34,8333,170,10,6,174.07,631.02
2025-01-03,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,West,Mobile,45-54,15563,456,12,9,301.6,742.32
2025-01-15,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Tablet,25-34,1578,27,1,0,44.27,0
2025-01-31,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,45-54,5303,105,2,1,157.08,92.4
2025-03-27,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Mobile,55+,5238,44,3,2,173.12,475.06
2025-03-19,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,55+,1481,28,1,0,42.45,0
2025-01-04,CMP-1001,Summer Sale Blast,Facebook Ads,East,Desktop,35-44,8940,194,9,6,285.27,535.5
2025-01-21,CMP-1005,Search - Brand Terms,Google Ads,North,Tablet,55+,4378,169,9,7,290.12,893.34
2025-04-29,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Tablet,55+,7878,208,7,4,173.34,274.96
2025-01-26,CMP-1012,Weekly Newsletter,Email Marketing,North,Desktop,25-34,33374,4302,407,262,258.17,22233.32
2025-03-28,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Tablet,45-54,2600,26,1,0,142.67,0
2025-04-11,CMP-1010,Story Ads - Product Launch,Instagram Ads,Central,Tablet,25-34,1370,51,2,1,61.87,68.31
2025-05-03,CMP-1013,Abandoned Cart Sequence,email marketing,East,Tablet,45-54,9415,1193,122,84,71.62,8064
2025-05-28,CMP-1003,New Customer Acquisition,Facebook Ads,East,Mobile,35-44,10000,183,6,5,157.83,569
2025-02-24,CMP-1011,Carousel - Best Sellers,Instagram Ads,South,Tablet,55+,1928,76,1,1,111.6,96.42
2025-05-19,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Desktop,55+,8750,63,5,3,286.96,454.71
2025-04-15,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Desktop,18-24,5187,97,3,2,77.71,115.68
2025-01-18,CMP-1008,Display Remarketing,Google Ads,South,Tablet,25-34,1439,37,4,2,69.29,141.42
2025-03-12,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Desktop,35-44,14674,361,26,21,206.05,1944.6
2025-03-18,CMP-1020,Gen Z Engagement Drive,TikTok Ads,West,Tablet,45-54,3035,136,3,1,60.04,85.64
2025-02-07,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Tablet,25-34,9000,315,7,5,306.01,342.95
2025-04-21,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Mobile,18-24,30676,408,8,4,244.8,488.08
2025-03-30,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Tablet,18-24,17266,259,22,13,204.78,1813.5
2025-04-10,CMP-1013,Abandoned Cart Sequence,Email Marketing,South,Tablet,55+,6601,641,80,47,57.77,4684.96
2025-04-22,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Desktop,45-54,20268,302,7,5,257.48,509.25
2025-05-24,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Tablet,55+,1956,63,3,2,74.85,172.06
2025-06-01,CMP-1008,Display Remarketing,Google Ads,North,Tablet,25-34,1740,63,10,6,117.31,829.26
2025-06-11,CMP-1012,Weekly Newsletter,email marketing,South,Mobile,25-34,27470,2519,668,419,302.32,31739.25
2025-04-28,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Tablet,45-54,1559,34,1,0,55.07,0
2025-06-23,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,,25-34,9877,242,13,8,213.13,960.88
2025-05-14,CMP-1001,Summer Sale Blast,Facebook Ads,South,Mobile,55+,11621,215,12,8,319.66,621.84
2025-05-10,CMP-1015,Win-back Campaign,Email Marketing,East,Tablet,55+,25712,2741,287,168,356.46,16136.4
2025-02-18,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Mobile,25-34,3801,65,3,2,56.1,191.28
2025-06-16,CMP-1020,Gen Z Engagement Drive,TikTok Ads,Central,Desktop,55+,2805,108,1,1,46.44,51.52
2025-04-16,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Desktop,25-34,14230,370,39,22,270.68,1939.96
2025-01-24,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,35-44,23151,382,22,18,187.5,2435.58
2025-01-18,CMP-1001,Summer Sale Blast,Facebook Ads,East,Desktop,35-44,7892,236,19,11,246.12,673.31
2025-06-23,CMP-1006,Search - Generic Terms,Google Ads,East,Desktop,45-54,3984,153,11,6,251.58,719.64
2025-02-23,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Tablet,35-44,3260,89,2,1,96.71,83.85
2025-06-28,CMP-1005,Search - Brand Terms,Google Ads,Central,Desktop,55+,4071,206,14,9,399.12,1323.63
2025-06-18,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,,25-34,6666,190,18,10,152.47,968
2025-01-29,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Mobile,35-44,2312,40,2,1,66.22,65.86
2025-03-11,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,55+,21414,1908,239,146,114.5,13332.72
2025-06-17,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,55+,1981,22,1,1,138.52,226.22
2025-02-09,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Desktop,45-54,10685,374,9,6,370.85,528.9
2025-06-01,CMP-1015,Win-back Campaign,Email Marketing,Central,Tablet,45-54,31965,4651,1463,853,558.21,55368.23
2025-06-18,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Desktop,55+,3392,38,1,1,204.38,207
2025-05-16,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Tablet,45-54,36521,756,48,37,332.98,3022.16
2025-04-02,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,Central,Desktop,35-44,18964,476,11,6,304.99,418.2
2025-02-16,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Desktop,35-44,2995,74,1,1,76.69,83.11
2025-04-20,CMP-1016,B2B Lead Gen - Enterprise,linkedin ads,East,Tablet,18-24,10175,58,2,1,253.44,304.97
2025-01-05,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,55+,3629,45,2,1,250.25,249.35
2025-05-25,CMP-1007,Shopping Campaign,Google Ads,East,Desktop,18-24,4126,189,12,8,380.84,1160.24
2025-02-15,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Mobile,55+,2666,60,4,2,49.08,132.6
2025-03-04,CMP-1007,Shopping Campaign,Google Ads,South,Tablet,25-34,3608,131,,6,299.29,502.44
2025-03-07,CMP-1008,Display Remarketing,Google Ads,East,Mobile,25-34,1049,36,3,2,65.29,268.94
2025-01-06,CMP-1001,Summer Sale Blast,Facebook Ads,Central,Mobile,45-54,15796,248,,12,210.83,889.08
2025-01-17,CMP-1020,Gen Z Engagement Drive,TikTok Ads,East,Desktop,55+,1095,47,0,0,44.68,0
2025-03-04,CMP-1004,Brand Awareness Q2,Facebook Ads,West,Mobile,35-44,3820,81,4,2,110.85,233.48
2025-06-15,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Mobile,35-44,4821,81,9,6,107.18,379.32
2025-05-19,CMP-1006,Search - Generic Terms,Google Ads,West,Desktop,45-54,2707,85,5,3,230.65,413.34
2025-05-06,CMP-1003,New Customer Acquisition,Facebook Ads,South,Desktop,18-24,4459,128,8,4,117.9,331.8
2025-03-28,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,Central,Tablet,35-44,6538,34,2,1,193.78,256.34
2025-04-13,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Tablet,35-44,2886,114,7,4,136.13,303.24
2025-03-20,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Mobile,55+,9403,205,18,12,172.22,1077
2025-05-26,CMP-1013,Abandoned Cart Sequence,Email Marketing,West,Mobile,18-24,2477,360,34,22,46.93,1580.48
2025-01-07,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,,25-34,6614,168,11,9,134.82,880.47
2025-02-17,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Desktop,45-54,62459,762,61,43,289.75,5534.1
2025-03-09,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,East,Desktop,45-54,16568,280,8,4,314.46,369.8
2025-03-21,CMP-1003,New Customer Acquisition,Facebook Ads,West,Tablet,55+,4478,133,8,4,113.51,374.4
2025-01-19,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Desktop,35-44,2549,26,2,1,161.92,236.57
2025-01-03,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Mobile,45-54,1739,52,1,0,52.15,0
2025-03-27,CMP-1009,Influencer Collab Push,Instagram Ads,West,Mobile,35-44,7979,158,,4,166.39,276.96
2025-06-07,CMP-1006,Search - Generic Terms,Google Ads,South,Tablet,18-24,4376,235,21,17,372.38,1225.19
2025-05-29,CMP-1007,Shopping Campaign,Google Ads,South,Mobile,45-54,6435,269,25,18,419.91,1544.04
2025-04-22,CMP-1010,Story Ads - Product Launch,Instagram Ads,East,Desktop,35-44,2091,55,2,1,58.87,89.11
2025-01-30,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Mobile,45-54,24115,545,16,11,403.96,816.42
2025-02-21,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Tablet,45-54,2690,46,2,1,62.34,113
2025-04-15,CMP-1001,Summer Sale Blast,Facebook Ads,North,Mobile,25-34,7510,184,5,3,324.36,224.07
2025-06-18,CMP-1007,Shopping Campaign,Google Ads,Central,Mobile,55+,6726,187,24,15,423.87,1342.35
2025-05-08,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Desktop,55+,6179,55,3,3,242.06,993.24
2025-05-27,CMP-1004,Brand Awareness Q2,Facebook Ads,South,Tablet,55+,6262,129,9,6,131.04,401.22
2025-04-05,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,North,Tablet,18-24,1789,17,1,0,105.29,0
2025-04-07,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Mobile,35-44,2072,57,2,2,46.7,207.48
2025-01-08,CMP-1001,Summer Sale Blast,Facebook Ads,West,Mobile,35-44,6123,188,6,5,291.97,589.7
2025-03-09,CMP-1005,Search - Brand Terms,Google Ads,South,Mobile,45-54,5374,158,21,14,317.87,1102.5
2025-04-21,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Desktop,25-34,3561,78,1,1,95.18,92.13
2025-05-27,CMP-1015,Win-back Campaign,Email Marketing,North,Tablet,18-24,21751,2297,347,193,252.67,12776.6
2025-02-17,CMP-1014,VIP Customer Offers,Email Marketing,North,Mobile,55+,6670,665,60,42,99.82,2991.24
2025-05-03,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Tablet,18-24,14647,208,7,4,221.44,433.56
2025-06-26,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Tablet,55+,2266,46,3,2,67.77,174.02
2025-06-17,CMP-1012,Weekly Newsletter,Email Marketing,Central,Mobile,45-54,35705,3567,,359,285.36,33921.91
2025-03-01,CMP-1012,Weekly Newsletter,Email Marketing,South,Mobile,45-54,40155,3626,565,409,181.32,23975.58
2025-03-15,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Tablet,55+,25000,360,7,4,241.65,371.52
2025-02-07,CMP-1007,Shopping Campaign,Google Ads,Central,Mobile,18-24,2741,159,16,9,365.77,1146.69
2025-03-13,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Tablet,18-24,12301,310,13,10,273.15,719
2025-06-03,CMP-1014,VIP Customer Offers,Email Marketing,South,Desktop,25-34,26319,2224,474,313,200.21,29857.07
2025-02-18,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Tablet,55+,5277,38,2,2,161.7,587.42
2025-03-02,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,West,Mobile,55+,6585,54,4,3,249.06,962.61
2025-02-12,CMP-1010,Story Ads - Product Launch,Instagram Ads,West,Tablet,45-54,1794,54,2,1,46.85,80.45
2025-05-18,CMP-1018,Pre-roll - Product Demo,YouTube Ads,East,Desktop,18-24,13127,277,7,5,227.47,580.1
2025-05-15,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,North,Desktop,45-54,25547,373,8,5,391.9,352.1
2025-01-24,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Tablet,25-34,17354,328,20,17,250.01,1692.52
2025-02-08,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,45-54,6783,251,5,3,186.02,224.7
2025-04-09,CMP-1008,Display Remarketing,Google Ads,South,Mobile,35-44,803,31,2,1,63.16,106.35
2025-05-01,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Desktop,55+,3972,114,5,2,146.1,131.52
2025-04-08,CMP-1012,Weekly Newsletter,Email Marketing,West,Desktop,25-34,21280,1945,331,211,272.43,14265.71
2025-05-11,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Mobile,18-24,29714,624,49,34,287.41,2677.16
2025-02-13,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Tablet,18-24,2563,91,3,2,125.35,212.98
2025-04-03,CMP-1018,Pre-roll - Product Demo,YouTube Ads,North,Mobile,45-54,17500,217,4,3,237.33,312.9
2025-03-14,CMP-1015,Win-back Campaign,Email Marketing,East,Desktop,45-54,62392,6389,703,534,319.47,46826.46
2025-05-01,CMP-1004,Brand Awareness Q2,Facebook Ads,North,Mobile,25-34,4741,101,4,3,95.68,211.29
2025-04-28,CMP-1020,Gen Z Engagement Drive,TikTok Ads,West,Tablet,25-34,2145,59,2,1,48.43,68.65
2025-02-06,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Mobile,25-34,3145,117,3,2,145.27,100.7
2025-04-11,CMP-1001,Summer Sale Blast,Facebook Ads,West,Tablet,35-44,7148,193,12,7,218.36,423.78
2025-02-22,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,South,Tablet,45-54,3630,57,1,1,48.87,66.06
2025-05-17,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Tablet,55+,2203,39,1,1,47.23,92.29
2025-01-01,CMP-1009,Influencer Collab Push,Instagram Ads,South,Tablet,45-54,5364,147,6,4,202.29,439.36
2025-01-23,CMP-1005,Search - Brand Terms,Google Ads,Central,Tablet,35-44,4153,206,27,17,252.42,2177.53
2025-01-30,CMP-1008,Display Remarketing,Google Ads,Central,Mobile,45-54,583,34,3,2,87.99,159.2
2025-06-14,CMP-1020,Gen Z Engagement Drive,tiktok ads,West,Mobile,35-44,4373,192,6,4,105.74,184.36
2025-03-13,CMP-1014,VIP Customer Offers,Email Marketing,East,Tablet,45-54,19572,1877,269,192,131.4,11569.92
2025-03-17,CMP-1006,Search - Generic Terms,Google Ads,West,Tablet,25-34,4022,144,16,9,258.23,1298.07
2025-04-06,CMP-1001,Summer Sale Blast,Facebook Ads,North,Mobile,18-24,11533,188,12,8,325.33,791.52
2025-01-07,CMP-1008,Display Remarketing,Google Ads,Central,Desktop,55+,1314,41,4,3,92.99,391.08
2025-03-01,CMP-1015,Win-back Campaign,Email Marketing,South,Desktop,35-44,18160,2350,312,248,305.5,15073.44
2025-06-18,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,South,Desktop,18-24,27731,599,13,9,311.58,410.94
2025-02-09,CMP-1007,Shopping Campaign,Google Ads,East,Desktop,55+,5437,205,27,15,401.42,1319.4
2025-06-06,CMP-1014,VIP Customer Offers,Email Marketing,Central,Desktop,18-24,25272,2833,489,307,226.72,23669.7
2025-03-18,CMP-1012,Weekly Newsletter,Email Marketing,North,Mobile,35-44,45068,4962,532,395,248.12,30253.05
2025-06-22,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,Central,Mobile,45-54,2931,17,1,0,107.9,0
2025-01-23,CMP-1022,Top Tier Affiliates,Affiliate Marketing,South,Desktop,18-24,18352,479,38,22,349.84,1753.4
2025-01-19,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Desktop,45-54,1755,66,1,1,97.36,88.83
2025-01-31,CMP-1011,Carousel - Best Sellers,Instagram Ads,West,Mobile,55+,3142,99,2,1,133.83,68.07
2025-05-17,CMP-1003,New Customer Acquisition,Facebook Ads,East,Tablet,35-44,3588,89,5,3,151.02,353.91
2025-01-24,CMP-1004,Brand Awareness Q2,facebook ads,Central,Tablet,45-54,2191,71,4,2,125.33,170.62
2025-03-09,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,East,Mobile,35-44,4683,37,3,2,156.1,455.38
2025-02-06,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Tablet,35-44,30818,339,11,7,244.25,651.91
2025-04-30,CMP-1022,Top Tier Affiliates,Affiliate Marketing,East,Mobile,25-34,32352,385,22,18,235.29,2296.08
2025-04-21,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Desktop,35-44,3586,33,3,2,184.53,474.38
2025-03-20,CMP-1003,New Customer Acquisition,Facebook Ads,East,Tablet,18-24,5000,139,4,3,188.95,246.75
2025-03-10,CMP-1006,Search - Generic Terms,Google Ads,South,Desktop,18-24,2542,151,19,11,295.84,1628.99
2025-05-22,CMP-1003,New Customer Acquisition,Facebook Ads,South,Desktop,45-54,3345,95,6,3,169.75,301.23
2025-04-02,CMP-1011,Carousel - Best Sellers,Instagram Ads,North,Desktop,55+,5520,106,4,3,150.58,155.91
2025-03-23,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,Central,Mobile,55+,13639,401,27,22,200.98,1539.34
2025-06-13,CMP-1011,Carousel - Best Sellers,Instagram Ads,East,Mobile,55+,4493,173,16,11,176.97,834.46
2025-02-20,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,East,Mobile,25-34,19819,438,12,7,363.68,871.92
2025-06-21,CMP-1022,Top Tier Affiliates,Affiliate Marketing,West,Desktop,45-54,30887,522,46,28,323.8,3269.56
2025-05-16,CMP-1006,Search - Generic Terms,Google Ads,North,,55+,3341,137,10,8,293.53,10281.52096
2025-02-07,CMP-1001,Summer Sale Blast,facebook ads,South,Tablet,55+,4918,151,10,6,271.56,560.52
2025-02-24,CMP-1010,Story Ads - Product Launch,Instagram Ads,South,Tablet,35-44,3125,65,2,2,74.48,159.6
2025-06-02,CMP-1008,Display Remarketing,Google Ads,East,Tablet,35-44,1247,61,7,5,164.36,533.45
2025-03-30,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,,55+,13090,72,8,4,308.8,1145.92
2025-04-04,CMP-1009,Influencer Collab Push,Instagram Ads,East,Mobile,18-24,3601,103,2,1,156.7,69.9
2025-06-15,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,West,Tablet,55+,19538,508,57,33,274.53,4182.75
2025-01-10,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,East,Mobile,35-44,10483,65,5,3,283.4,1038.09
2025-03-19,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,East,Desktop,25-34,3859,66,5,3,56.13,359.7
2025-06-24,CMP-1013,Abandoned Cart Sequence,email marketing,Central,Tablet,55+,3853,457,67,48,54.84,3250.08
2025-03-07,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Mobile,45-54,3263,124,6,4,151.59,381.64
2025-02-07,CMP-1018,Pre-roll - Product Demo,YouTube Ads,West,Desktop,55+,20064,311,8,5,252.59,481.65
2025-03-10,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,North,Mobile,25-34,12425,292,20,16,137.24,1261.92
2025-06-01,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,North,Mobile,18-24,1672,50,5,3,88.62,188.4
2025-01-29,CMP-1007,Shopping Campaign,Google Ads,West,Tablet,35-44,4428,244,27,20,431.98,2523.6
2025-03-25,CMP-1013,Abandoned Cart Sequence,Email Marketing,East,Tablet,45-54,8936,765,107,77,53.6,6082.23
2025-01-21,CMP-1018,Pre-roll - Product Demo,YouTube Ads,Central,Mobile,35-44,16407,274,8,5,230.34,338.1
2025-06-02,CMP-1014,VIP Customer Offers,Email Marketing,North,Desktop,45-54,14041,1289,254,142,180.46,11957.82
2025-04-12,CMP-1020,Gen Z Engagement Drive,TikTok Ads,South,Mobile,18-24,2758,64,1,1,54.5,69.62
2025-06-11,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,West,Tablet,55+,2537,67,,2,97.16,229.22
2025-05-27,CMP-1009,Influencer Collab Push,Instagram Ads,East,Desktop,25-34,3795,137,8,4,156.88,226.96
2025-03-07,CMP-1018,Pre-roll - Product Demo,YouTube Ads,East,Tablet,55+,18333,330,6,3,330.88,227.85
2025-06-27,CMP-1023,Coupon Site Partnerships,Affiliate Marketing,East,Tablet,18-24,17167,400,19,13,216.27,1295.19
2025-02-03,CMP-1016,B2B Lead Gen - Enterprise,LinkedIn Ads,South,Desktop,45-54,11111,60,3,2,291.7,611.76
2025-06-15,CMP-1014,VIP Customer Offers,Email Marketing,East,Tablet,35-44,19017,1858,437,347,241.63,29848.94
2025-03-11,CMP-1022,Top Tier Affiliates,Affiliate Marketing,North,Desktop,35-44,12731,261,15,11,216.74,1025.2
2025-04-26,CMP-1015,Win-back Campaign,Email Marketing,North,Desktop,45-54,23207,3147,329,258,220.34,21346.92
2025-04-22,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Desktop,45-54,26881,543,10,6,347.83,619.5
2025-02-19,CMP-1023,Coupon Site Partnerships,affiliate marketing,West,Tablet,25-34,10869,300,19,11,141.08,1371.04
2025-06-21,CMP-1007,Shopping Campaign,Google Ads,West,Desktop,25-34,4721,127,13,8,295.64,740.32
2025-01-19,CMP-1018,Pre-roll - Product Demo,YouTube Ads,South,Tablet,45-54,20669,463,16,10,277.98,608.2
2025-03-03,CMP-1021,Viral Challenge Sponsorship,tiktok ads,South,Tablet,25-34,18897,754,21,14,339.56,731.22
2025-02-17,CMP-1007,Shopping Campaign,Google Ads,North,Tablet,18-24,4040,158,15,12,352.48,1560.48
2025-06-22,CMP-1020,Gen Z Engagement Drive,TikTok Ads,East,Desktop,18-24,1871,73,1,1,46.77,72.16
2025-01-20,CMP-1008,Display Remarketing,Google Ads,East,Tablet,55+,666,33,3,2,62.74,252.24
2025-02-02,CMP-1021,Viral Challenge Sponsorship,TikTok Ads,North,Desktop,18-24,39251,891,34,23,383.31,988.08
2025-02-28,CMP-1017,Sponsored Content - Whitepaper,LinkedIn Ads,South,Mobile,45-54,1798,25,1,0,91.92,0
2025-05-31,CMP-1020,Gen Z Engagement Drive,TikTok Ads,North,Desktop,45-54,3003,82,4,3,60.08,134.97
2025-02-21,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,Central,Tablet,25-34,58833,706,24,16,402.85,1466.72
2025-02-03,CMP-1002,Retargeting - Cart Abandoners,Facebook Ads,Central,Tablet,18-24,1636,36,2,1,50.9,96.78
2025-06-22,CMP-1019,Bumper Ads - Brand Awareness,YouTube Ads,West,Mobile,55+,22307,290,7,5,270.6,432.15
2025-02-26,CMP-1009,Influencer Collab Push,Instagram Ads,Central,Desktop,55+,5348,192,11,6,159.53,375.84
2025-02-03,CMP-1009,Influencer Collab Push,Instagram Ads,West,Tablet,55+,8985,248,9,7,196.68,410.2
2025-04-25,CMP-1010,Story Ads - Product Launch,Instagram Ads,North,Mobile,35-44,2135,44,1,1,55.56,99.28
2025-01-16,CMP-1018,Pre-roll - Product Demo,YouTube Ads,East,Tablet,18-24,17787,402,,9,301.96,913.32
